idserie, size, t, d, ans, ends,  Mixed , RMQH with RMQBucket, RMQH with RMQSt, RangeList with RMQBucket
33, 229875, 33.00, 0.20, 12834, 2746 , 8.35  , 32.61  , 18.37  , 1.97  
33, 229875, 37.00, 0.20, 11820, 2398 , 7.75  , 26.98  , 18.31  , 1.77  
33, 229875, 41.00, 0.30, 11343, 2159 , 7.48  , 23.54  , 18.26  , 1.71  
33, 229875, 45.00, 0.30, 10220, 1798 , 6.84  , 29.74  , 18.22  , 1.46  
33, 229875, 49.00, 0.30, 9430, 1576 , 6.37  , 34.19  , 18.20  , 1.36  
33, 229875, 53.00, 0.30, 8348, 1295 , 5.66  , 33.64  , 18.19  , 1.15  
33, 229875, 57.00, 0.40, 7435, 1126 , 5.14  , 34.12  , 18.16  , 0.99  
33, 229875, 61.00, 0.40, 6430, 940 , 4.43  , 33.53  , 18.15  , 0.86  
34, 229875, 3.00, 0.10, 963, 655 , 1.21  , 6.64  , 7.23  , 0.17  
34, 229875, 5.00, 0.10, 1386, 730 , 1.63  , 8.52  , 19.10  , 0.24  
34, 229875, 5.00, 0.10, 2573, 1441 , 2.62  , 9.06  , 19.22  , 0.48  
34, 229875, 7.00, 0.20, 1429, 646 , 1.62  , 8.80  , 7.21  , 0.24  
34, 229875, 9.00, 0.10, 4803, 2159 , 4.15  , 11.51  , 18.83  , 0.86  
34, 229875, 9.00, 0.20, 1333, 532 , 1.53  , 11.26  , 18.69  , 0.21  
34, 229875, 11.00, 0.20, 1005, 396 , 1.23  , 16.42  , 18.56  , 0.16  
34, 229875, 13.00, 0.10, 6738, 2558 , 5.40  , 20.10  , 18.65  , 1.32  
34, 229875, 13.00, 0.30, 747, 273 , 1.04  , 19.95  , 18.45  , 0.12  
34, 229875, 15.00, 0.40, 528, 196 , 0.90  , 20.68  , 7.22  , 0.08  
34, 229875, 17.00, 0.10, 7626, 2576 , 6.04  , 23.10  , 18.70  , 1.41  
34, 229875, 17.00, 0.40, 344, 125 , 0.78  , 23.10  , 18.45  , 0.05  
34, 229875, 19.00, 0.50, 182, 64 , 0.67  , 22.84  , 18.36  , 0.03  
34, 229875, 21.00, 0.20, 8034, 2426 , 6.23  , 22.58  , 18.55  , 1.46  
34, 229875, 21.00, 0.60, 102, 30 , 0.62  , 22.56  , 18.28  , 0.02  
34, 229875, 23.00, 0.70, 35, 11 , 0.56  , 22.06  , 18.24  , 0.01  
34, 229875, 25.00, 0.20, 8386, 2298 , 6.44  , 24.10  , 18.47  , 1.58  
34, 229875, 25.00, 0.90, 4, 4 , 0.55  , 24.10  , 18.19  , 0.00  
34, 229875, 27.00, 1.10, 1, 2 , 0.54  , 27.71  , 18.17  , 0.00  
34, 229875, 29.00, 0.20, 8492, 2111 , 6.49  , 30.41  , 18.43  , 1.30  
34, 229875, 29.00, 1.30, 0, 0 , 0.54  , 30.34  , 18.16  , 0.00  
34, 229875, 31.00, 1.50, 0, 0 , 0.54  , 32.44  , 7.26  , 0.00  
34, 229875, 33.00, 0.20, 8175, 1871 , 6.21  , 32.84  , 18.40  , 1.22  
34, 229875, 37.00, 0.20, 7435, 1629 , 5.76  , 27.40  , 18.29  , 1.12  
34, 229875, 41.00, 0.30, 6724, 1409 , 5.35  , 23.87  , 18.24  , 1.00  
34, 229875, 45.00, 0.30, 5737, 1147 , 4.73  , 30.17  , 18.21  , 0.85  
34, 229875, 49.00, 0.30, 4921, 978 , 4.25  , 34.49  , 18.18  , 0.70  
34, 229875, 53.00, 0.30, 4087, 797 , 3.67  , 33.95  , 18.16  , 0.57  
34, 229875, 57.00, 0.40, 3498, 655 , 3.34  , 34.44  , 18.14  , 0.50  
34, 229875, 61.00, 0.40, 2883, 534 , 2.90  , 33.84  , 18.15  , 0.41  
35, 219375, 3.00, 0.10, 7901, 5288 , 5.03  , 6.49  , 7.04  , 1.92  
35, 219375, 5.00, 0.10, 9323, 5039 , 6.03  , 8.29  , 18.20  , 2.20  
35, 219375, 5.00, 0.10, 14504, 7776 , 8.07  , 8.84  , 18.40  , 3.40  
35, 219375, 7.00, 0.20, 8896, 4131 , 6.04  , 8.53  , 6.98  , 1.74  
35, 219375, 9.00, 0.10, 21350, 8799 , 11.35  , 11.19  , 18.11  , 4.24  
35, 219375, 9.00, 0.20, 7974, 3216 , 5.67  , 10.86  , 17.84  , 1.51  
35, 219375, 11.00, 0.20, 6933, 2475 , 5.09  , 15.52  , 17.75  , 1.18  
35, 219375, 13.00, 0.10, 25930, 8939 , 13.64  , 19.06  , 17.99  , 5.02  
35, 219375, 13.00, 0.30, 5696, 1826 , 4.35  , 18.68  , 17.64  , 0.94  
35, 219375, 15.00, 0.40, 4346, 1305 , 3.62  , 19.23  , 6.91  , 0.65  
35, 219375, 17.00, 0.10, 27673, 8237 , 14.60  , 21.75  , 17.98  , 4.99  
35, 219375, 17.00, 0.40, 3268, 866 , 2.84  , 21.61  , 17.57  , 0.47  
35, 219375, 19.00, 0.50, 2298, 546 , 2.08  , 21.26  , 17.52  , 0.32  
35, 219375, 21.00, 0.20, 28707, 7694 , 15.19  , 21.08  , 17.87  , 5.14  
35, 219375, 21.00, 0.60, 1776, 383 , 1.59  , 20.93  , 17.45  , 0.23  
35, 219375, 23.00, 0.70, 1238, 253 , 1.24  , 20.38  , 17.40  , 0.17  
35, 219375, 25.00, 0.20, 29484, 7156 , 15.52  , 22.68  , 17.79  , 5.11  
35, 219375, 25.00, 0.90, 782, 157 , 0.88  , 22.55  , 17.37  , 0.10  
35, 219375, 27.00, 1.10, 496, 90 , 0.72  , 25.90  , 17.34  , 0.06  
35, 219375, 29.00, 0.20, 29914, 6651 , 15.81  , 28.57  , 17.74  , 5.14  
35, 219375, 29.00, 1.30, 252, 40 , 0.60  , 28.36  , 17.32  , 0.03  
35, 219375, 31.00, 1.50, 156, 15 , 0.56  , 30.32  , 6.93  , 0.02  
35, 219375, 33.00, 0.20, 29002, 5920 , 15.39  , 31.06  , 17.63  , 4.90  
35, 219375, 37.00, 0.20, 27484, 5203 , 14.71  , 25.69  , 17.56  , 4.15  
35, 219375, 41.00, 0.30, 26765, 4756 , 14.35  , 22.47  , 17.51  , 4.10  
35, 219375, 45.00, 0.30, 24996, 4174 , 13.41  , 28.32  , 17.48  , 3.85  
35, 219375, 49.00, 0.30, 23673, 3761 , 12.67  , 32.60  , 17.45  , 3.60  
35, 219375, 53.00, 0.30, 21407, 3245 , 11.59  , 31.91  , 17.42  , 3.23  
35, 219375, 57.00, 0.40, 19788, 2914 , 10.81  , 32.51  , 17.40  , 3.02  
35, 219375, 61.00, 0.40, 17426, 2439 , 9.64  , 31.82  , 17.38  , 2.54  
36, 219375, 3.00, 0.10, 7901, 5288 , 5.03  , 6.49  , 7.04  , 1.89  
36, 219375, 5.00, 0.10, 9323, 5039 , 6.03  , 8.29  , 18.20  , 2.19  
36, 219375, 5.00, 0.10, 14504, 7776 , 8.08  , 8.85  , 18.40  , 3.40  
36, 219375, 7.00, 0.20, 8896, 4131 , 6.05  , 8.53  , 6.98  , 1.72  
36, 219375, 9.00, 0.10, 21350, 8799 , 11.54  , 11.20  , 18.10  , 4.24  
36, 219375, 9.00, 0.20, 7974, 3216 , 5.66  , 10.85  , 17.83  , 1.47  
36, 219375, 11.00, 0.20, 6933, 2475 , 5.14  , 15.54  , 17.75  , 1.21  
36, 219375, 13.00, 0.10, 25930, 8939 , 13.61  , 19.06  , 17.99  , 5.01  
36, 219375, 13.00, 0.30, 5696, 1826 , 4.36  , 18.68  , 17.63  , 0.93  
36, 219375, 15.00, 0.40, 4346, 1305 , 3.77  , 19.24  , 6.91  , 0.66  
36, 219375, 17.00, 0.10, 27673, 8237 , 14.60  , 21.74  , 17.97  , 4.97  
36, 219375, 17.00, 0.40, 3268, 866 , 2.85  , 21.61  , 17.57  , 0.47  
36, 219375, 19.00, 0.50, 2298, 546 , 2.10  , 21.26  , 17.52  , 0.31  
36, 219375, 21.00, 0.20, 28707, 7694 , 15.16  , 21.09  , 17.87  , 5.15  
36, 219375, 21.00, 0.60, 1776, 383 , 1.61  , 20.97  , 17.45  , 0.23  
36, 219375, 23.00, 0.70, 1238, 253 , 1.19  , 20.38  , 17.41  , 0.17  
36, 219375, 25.00, 0.20, 29484, 7156 , 15.54  , 22.68  , 17.79  , 5.12  
36, 219375, 25.00, 0.90, 782, 157 , 0.89  , 22.52  , 17.36  , 0.10  
36, 219375, 27.00, 1.10, 496, 90 , 0.72  , 25.90  , 17.34  , 0.06  
36, 219375, 29.00, 0.20, 29914, 6651 , 15.83  , 28.55  , 17.74  , 5.18  
36, 219375, 29.00, 1.30, 252, 40 , 0.60  , 28.36  , 17.32  , 0.03  
36, 219375, 31.00, 1.50, 156, 15 , 0.56  , 30.33  , 6.93  , 0.02  
36, 219375, 33.00, 0.20, 29002, 5920 , 15.39  , 31.04  , 17.63  , 4.88  
36, 219375, 37.00, 0.20, 27484, 5203 , 14.75  , 25.65  , 17.56  , 4.13  
36, 219375, 41.00, 0.30, 26765, 4756 , 14.34  , 22.47  , 17.50  , 4.12  
36, 219375, 45.00, 0.30, 24996, 4174 , 13.45  , 28.30  , 17.48  , 3.85  
36, 219375, 49.00, 0.30, 23673, 3761 , 12.67  , 32.59  , 17.45  , 3.60  
36, 219375, 53.00, 0.30, 21407, 3245 , 11.60  , 31.91  , 17.42  , 3.24  
36, 219375, 57.00, 0.40, 19788, 2914 , 10.81  , 32.52  , 17.40  , 3.03  
36, 219375, 61.00, 0.40, 17426, 2439 , 9.65  , 31.82  , 17.39  , 2.52  
37, 73125, 3.00, 0.10, 333, 214 , 0.34  , 2.11  , 2.30  , 0.06  
37, 73125, 5.00, 0.10, 485, 251 , 0.42  , 2.68  , 6.07  , 0.08  
37, 73125, 5.00, 0.10, 880, 470 , 0.62  , 2.86  , 6.11  , 0.16  
37, 73125, 7.00, 0.20, 481, 220 , 0.43  , 2.77  , 2.28  , 0.07  
37, 73125, 9.00, 0.10, 1642, 704 , 1.09  , 3.63  , 6.00  , 0.29  
37, 73125, 9.00, 0.20, 412, 178 , 0.40  , 3.55  , 5.97  , 0.07  
37, 73125, 11.00, 0.20, 372, 150 , 0.38  , 5.22  , 5.89  , 0.06  
37, 73125, 13.00, 0.10, 2229, 804 , 1.57  , 6.39  , 5.92  , 0.38  
37, 73125, 13.00, 0.30, 276, 86 , 0.32  , 6.33  , 5.87  , 0.04  
37, 73125, 15.00, 0.40, 163, 55 , 0.26  , 6.60  , 2.27  , 0.02  
37, 73125, 17.00, 0.10, 2578, 851 , 1.83  , 7.36  , 5.95  , 0.41  
37, 73125, 17.00, 0.40, 96, 42 , 0.24  , 7.36  , 5.88  , 0.01  
37, 73125, 19.00, 0.50, 71, 27 , 0.22  , 7.29  , 5.82  , 0.01  
37, 73125, 21.00, 0.20, 2829, 844 , 2.07  , 7.20  , 5.89  , 0.44  
37, 73125, 21.00, 0.60, 63, 17 , 0.21  , 7.20  , 5.81  , 0.01  
37, 73125, 23.00, 0.70, 47, 10 , 0.19  , 7.03  , 5.80  , 0.01  
37, 73125, 25.00, 0.20, 2960, 808 , 2.12  , 7.66  , 5.87  , 0.47  
37, 73125, 25.00, 0.90, 18, 4 , 0.18  , 7.66  , 5.78  , 0.00  
37, 73125, 27.00, 1.10, 0, 0 , 0.17  , 8.81  , 5.77  , 0.00  
37, 73125, 29.00, 0.20, 2955, 761 , 2.10  , 9.68  , 5.85  , 0.45  
37, 73125, 29.00, 1.30, 0, 0 , 0.17  , 9.66  , 5.76  , 0.00  
37, 73125, 31.00, 1.50, 0, 0 , 0.17  , 10.34  , 2.27  , 0.00  
37, 73125, 33.00, 0.20, 2892, 686 , 2.05  , 10.44  , 5.86  , 0.44  
37, 73125, 37.00, 0.20, 2700, 594 , 1.93  , 8.71  , 5.82  , 0.40  
37, 73125, 41.00, 0.30, 2541, 545 , 1.81  , 7.58  , 5.80  , 0.37  
37, 73125, 45.00, 0.30, 2211, 439 , 1.57  , 9.59  , 5.77  , 0.28  
37, 73125, 49.00, 0.30, 1965, 359 , 1.31  , 10.95  , 5.78  , 0.25  
37, 73125, 53.00, 0.30, 1677, 291 , 1.13  , 10.80  , 5.77  , 0.22  
37, 73125, 57.00, 0.40, 1427, 238 , 0.96  , 10.94  , 5.77  , 0.18  
37, 73125, 61.00, 0.40, 1179, 197 , 0.81  , 10.77  , 5.76  , 0.16  
38, 73125, 3.00, 0.10, 2786, 2083 , 1.76  , 2.14  , 2.32  , 0.60  
38, 73125, 5.00, 0.10, 3521, 2249 , 2.29  , 2.75  , 6.16  , 0.78  
38, 73125, 5.00, 0.10, 6015, 3784 , 3.44  , 2.95  , 6.24  , 1.30  
38, 73125, 7.00, 0.20, 3467, 1929 , 2.34  , 2.83  , 2.32  , 0.73  
38, 73125, 9.00, 0.10, 9600, 4728 , 5.13  , 3.74  , 6.13  , 1.79  
38, 73125, 9.00, 0.20, 3133, 1554 , 2.14  , 3.59  , 6.03  , 0.56  
38, 73125, 11.00, 0.20, 2772, 1202 , 1.88  , 5.26  , 5.96  , 0.47  
38, 73125, 13.00, 0.10, 12092, 5013 , 6.30  , 6.50  , 6.05  , 2.34  
38, 73125, 13.00, 0.30, 2268, 900 , 1.58  , 6.36  , 5.91  , 0.39  
38, 73125, 15.00, 0.40, 1770, 641 , 1.20  , 6.67  , 2.28  , 0.30  
38, 73125, 17.00, 0.10, 13211, 4820 , 6.81  , 7.51  , 6.07  , 2.30  
38, 73125, 17.00, 0.40, 1316, 427 , 0.91  , 7.43  , 5.88  , 0.20  
38, 73125, 19.00, 0.50, 945, 279 , 0.66  , 7.35  , 5.86  , 0.14  
38, 73125, 21.00, 0.20, 13781, 4508 , 7.16  , 7.34  , 6.00  , 2.50  
38, 73125, 21.00, 0.60, 682, 184 , 0.53  , 7.26  , 5.83  , 0.10  
38, 73125, 23.00, 0.70, 449, 117 , 0.42  , 7.12  , 5.81  , 0.06  
38, 73125, 25.00, 0.20, 14075, 4242 , 7.33  , 7.81  , 5.97  , 2.43  
38, 73125, 25.00, 0.90, 250, 77 , 0.32  , 7.73  , 5.79  , 0.04  
38, 73125, 27.00, 1.10, 153, 41 , 0.26  , 8.88  , 5.78  , 0.02  
38, 73125, 29.00, 0.20, 14311, 3989 , 7.48  , 9.80  , 5.96  , 2.45  
38, 73125, 29.00, 1.30, 50, 14 , 0.20  , 9.72  , 5.77  , 0.01  
38, 73125, 31.00, 1.50, 0, 0 , 0.17  , 10.41  , 2.27  , 0.00  
38, 73125, 33.00, 0.20, 13820, 3644 , 7.36  , 10.57  , 5.94  , 2.40  
38, 73125, 37.00, 0.20, 13073, 3262 , 7.02  , 8.83  , 5.89  , 1.97  
38, 73125, 41.00, 0.30, 12781, 3046 , 6.91  , 7.70  , 5.87  , 1.94  
38, 73125, 45.00, 0.30, 11615, 2670 , 6.45  , 9.68  , 5.85  , 1.74  
38, 73125, 49.00, 0.30, 11074, 2466 , 6.22  , 11.05  , 5.84  , 1.68  
38, 73125, 53.00, 0.30, 10038, 2114 , 5.68  , 10.91  , 5.83  , 1.45  
38, 73125, 57.00, 0.40, 9340, 1876 , 5.33  , 11.02  , 5.81  , 1.35  
38, 73125, 61.00, 0.40, 8366, 1610 , 4.81  , 10.84  , 5.81  , 1.23  
39, 73125, 3.00, 0.10, 99, 50 , 0.22  , 2.06  , 2.27  , 0.01  
39, 73125, 5.00, 0.10, 106, 44 , 0.22  , 2.68  , 6.04  , 0.01  
39, 73125, 5.00, 0.10, 224, 89 , 0.27  , 2.85  , 6.08  , 0.03  
39, 73125, 7.00, 0.20, 70, 29 , 0.21  , 2.76  , 2.28  , 0.01  
39, 73125, 9.00, 0.10, 373, 115 , 0.33  , 3.61  , 5.96  , 0.05  
39, 73125, 9.00, 0.20, 66, 19 , 0.20  , 3.55  , 5.95  , 0.01  
39, 73125, 11.00, 0.20, 58, 9 , 0.20  , 5.14  , 5.91  , 0.01  
39, 73125, 13.00, 0.10, 464, 125 , 0.38  , 6.33  , 5.90  , 0.06  
39, 73125, 13.00, 0.30, 33, 4 , 0.18  , 6.29  , 5.87  , 0.00  
39, 73125, 15.00, 0.40, 11, 1 , 0.18  , 6.51  , 2.27  , 0.00  
39, 73125, 17.00, 0.10, 450, 129 , 0.39  , 7.29  , 5.92  , 0.07  
39, 73125, 17.00, 0.40, 0, 0 , 0.17  , 7.29  , 5.86  , 0.00  
39, 73125, 19.00, 0.50, 0, 0 , 0.17  , 7.20  , 5.84  , 0.00  
39, 73125, 21.00, 0.20, 454, 135 , 0.39  , 7.09  , 5.85  , 0.07  
39, 73125, 21.00, 0.60, 0, 0 , 0.17  , 7.10  , 5.81  , 0.00  
39, 73125, 23.00, 0.70, 0, 0 , 0.17  , 6.93  , 5.80  , 0.00  
39, 73125, 25.00, 0.20, 420, 112 , 0.36  , 7.58  , 5.85  , 0.06  
39, 73125, 25.00, 0.90, 0, 0 , 0.17  , 7.60  , 5.78  , 0.00  
39, 73125, 27.00, 1.10, 0, 0 , 0.17  , 8.74  , 5.77  , 0.00  
39, 73125, 29.00, 0.20, 426, 80 , 0.34  , 9.58  , 5.83  , 0.05  
39, 73125, 29.00, 1.30, 0, 0 , 0.17  , 9.58  , 5.76  , 0.00  
39, 73125, 31.00, 1.50, 0, 0 , 0.17  , 10.24  , 2.27  , 0.00  
39, 73125, 33.00, 0.20, 421, 67 , 0.33  , 10.38  , 5.84  , 0.05  
39, 73125, 37.00, 0.20, 372, 57 , 0.31  , 8.62  , 5.80  , 0.05  
39, 73125, 41.00, 0.30, 306, 38 , 0.27  , 7.51  , 5.79  , 0.04  
39, 73125, 45.00, 0.30, 183, 27 , 0.23  , 9.50  , 5.78  , 0.02  
39, 73125, 49.00, 0.30, 121, 14 , 0.21  , 10.88  , 5.77  , 0.01  
39, 73125, 53.00, 0.30, 78, 7 , 0.20  , 10.70  , 5.77  , 0.01  
39, 73125, 57.00, 0.40, 54, 5 , 0.19  , 10.85  , 5.76  , 0.01  
39, 73125, 61.00, 0.40, 29, 4 , 0.18  , 10.67  , 5.73  , 0.01  
40, 73125, 3.00, 0.10, 3302, 2701 , 1.86  , 2.15  , 2.33  , 0.75  
40, 73125, 5.00, 0.10, 4476, 3109 , 2.62  , 2.77  , 6.18  , 1.00  
40, 73125, 5.00, 0.10, 7764, 5311 , 3.98  , 2.97  , 6.28  , 1.77  
40, 73125, 7.00, 0.20, 4504, 2744 , 2.71  , 2.85  , 2.34  , 0.99  
40, 73125, 9.00, 0.10, 12525, 6665 , 6.10  , 3.77  , 6.18  , 2.90  
40, 73125, 9.00, 0.20, 4069, 2260 , 2.56  , 3.62  , 6.05  , 0.88  
40, 73125, 11.00, 0.20, 3511, 1768 , 2.25  , 5.29  , 5.97  , 0.64  
40, 73125, 13.00, 0.10, 15535, 6986 , 7.45  , 6.57  , 6.08  , 3.04  
40, 73125, 13.00, 0.30, 2818, 1329 , 1.85  , 6.40  , 5.91  , 0.53  
40, 73125, 15.00, 0.40, 2233, 943 , 1.49  , 6.74  , 2.28  , 0.38  
40, 73125, 17.00, 0.10, 16657, 6598 , 8.05  , 7.57  , 6.11  , 3.25  
40, 73125, 17.00, 0.40, 1704, 703 , 1.22  , 7.48  , 5.91  , 0.30  
40, 73125, 19.00, 0.50, 1249, 488 , 0.91  , 7.42  , 5.86  , 0.21  
40, 73125, 21.00, 0.20, 17335, 6203 , 8.43  , 7.44  , 6.03  , 3.45  
40, 73125, 21.00, 0.60, 886, 349 , 0.69  , 7.35  , 5.83  , 0.15  
40, 73125, 23.00, 0.70, 585, 241 , 0.54  , 7.19  , 5.80  , 0.09  
40, 73125, 25.00, 0.20, 17608, 5813 , 8.60  , 7.87  , 5.99  , 3.16  
40, 73125, 25.00, 0.90, 394, 164 , 0.43  , 7.77  , 5.79  , 0.06  
40, 73125, 27.00, 1.10, 250, 102 , 0.34  , 8.94  , 5.77  , 0.04  
40, 73125, 29.00, 0.20, 17660, 5457 , 8.70  , 9.89  , 5.97  , 3.20  
40, 73125, 29.00, 1.30, 176, 68 , 0.29  , 9.79  , 5.77  , 0.03  
40, 73125, 31.00, 1.50, 66, 30 , 0.22  , 10.48  , 2.27  , 0.01  
40, 73125, 33.00, 0.20, 17045, 4954 , 8.48  , 10.62  , 5.97  , 3.12  
40, 73125, 37.00, 0.20, 15956, 4391 , 8.07  , 8.92  , 5.92  , 2.77  
40, 73125, 41.00, 0.30, 15462, 4070 , 7.89  , 7.75  , 5.89  , 2.72  
40, 73125, 45.00, 0.30, 14278, 3559 , 7.41  , 9.78  , 5.87  , 2.45  
40, 73125, 49.00, 0.30, 13559, 3216 , 7.16  , 11.10  , 5.85  , 2.27  
40, 73125, 53.00, 0.30, 12427, 2837 , 6.69  , 10.97  , 5.81  , 1.73  
40, 73125, 57.00, 0.40, 11740, 2560 , 6.37  , 11.07  , 5.82  , 1.65  
40, 73125, 61.00, 0.40, 10617, 2246 , 5.95  , 10.93  , 5.81  , 1.54  
41, 73125, 3.00, 0.10, 1130, 915 , 0.74  , 2.11  , 2.29  , 0.25  
41, 73125, 5.00, 0.10, 1642, 1085 , 1.04  , 2.71  , 6.12  , 0.34  
41, 73125, 5.00, 0.10, 3274, 2244 , 1.91  , 2.90  , 6.18  , 0.69  
41, 73125, 7.00, 0.20, 1721, 992 , 1.14  , 2.80  , 2.30  , 0.34  
41, 73125, 9.00, 0.10, 6029, 3244 , 3.39  , 3.70  , 6.08  , 1.26  
41, 73125, 9.00, 0.20, 1577, 805 , 1.12  , 3.57  , 6.00  , 0.32  
41, 73125, 11.00, 0.20, 1388, 629 , 0.96  , 5.25  , 5.93  , 0.22  
41, 73125, 13.00, 0.10, 8095, 3623 , 4.45  , 6.50  , 6.00  , 1.47  
41, 73125, 13.00, 0.30, 1229, 510 , 0.89  , 6.38  , 5.89  , 0.20  
41, 73125, 15.00, 0.40, 1055, 383 , 0.76  , 6.70  , 2.28  , 0.16  
41, 73125, 17.00, 0.10, 9092, 3605 , 4.99  , 7.50  , 6.03  , 1.59  
41, 73125, 17.00, 0.40, 787, 302 , 0.64  , 7.44  , 5.89  , 0.12  
41, 73125, 19.00, 0.50, 587, 216 , 0.51  , 7.38  , 5.85  , 0.09  
41, 73125, 21.00, 0.20, 9442, 3367 , 5.20  , 7.36  , 5.96  , 1.73  
41, 73125, 21.00, 0.60, 423, 162 , 0.43  , 7.31  , 5.82  , 0.07  
41, 73125, 23.00, 0.70, 242, 103 , 0.33  , 7.15  , 5.80  , 0.04  
41, 73125, 25.00, 0.20, 9893, 3228 , 5.41  , 7.80  , 5.93  , 1.78  
41, 73125, 25.00, 0.90, 136, 58 , 0.25  , 7.74  , 5.79  , 0.02  
41, 73125, 27.00, 1.10, 57, 14 , 0.20  , 8.91  , 5.77  , 0.01  
41, 73125, 29.00, 0.20, 9957, 3034 , 5.48  , 9.83  , 5.91  , 1.64  
41, 73125, 29.00, 1.30, 24, 4 , 0.18  , 9.77  , 5.77  , 0.00  
41, 73125, 31.00, 1.50, 0, 0 , 0.17  , 10.44  , 2.27  , 0.00  
41, 73125, 33.00, 0.20, 9620, 2722 , 5.33  , 10.55  , 5.91  , 1.60  
41, 73125, 37.00, 0.20, 9057, 2420 , 5.07  , 8.86  , 5.87  , 1.47  
41, 73125, 41.00, 0.30, 8873, 2200 , 4.95  , 7.70  , 5.85  , 1.43  
41, 73125, 45.00, 0.30, 8095, 1892 , 4.57  , 9.72  , 5.83  , 1.20  
41, 73125, 49.00, 0.30, 7556, 1710 , 4.40  , 11.06  , 5.82  , 1.17  
41, 73125, 53.00, 0.30, 6743, 1489 , 4.05  , 10.91  , 5.81  , 0.99  
41, 73125, 57.00, 0.40, 6254, 1304 , 3.83  , 11.02  , 5.80  , 0.94  
41, 73125, 61.00, 0.40, 5496, 1106 , 3.42  , 10.88  , 5.79  , 0.81  
42, 73125, 3.00, 0.10, 2663, 2062 , 1.64  , 2.15  , 2.31  , 0.61  
42, 73125, 5.00, 0.10, 3454, 2249 , 2.25  , 2.75  , 6.15  , 0.67  
42, 73125, 5.00, 0.10, 5547, 3584 , 3.21  , 2.93  , 6.22  , 1.09  
42, 73125, 7.00, 0.20, 3551, 2010 , 2.37  , 2.82  , 2.32  , 0.70  
42, 73125, 9.00, 0.10, 8904, 4394 , 4.89  , 3.72  , 6.10  , 1.68  
42, 73125, 9.00, 0.20, 3271, 1682 , 2.22  , 3.61  , 6.01  , 0.61  
42, 73125, 11.00, 0.20, 2853, 1335 , 2.03  , 5.23  , 5.95  , 0.53  
42, 73125, 13.00, 0.10, 11228, 4642 , 6.04  , 6.49  , 6.03  , 2.14  
42, 73125, 13.00, 0.30, 2354, 1008 , 1.67  , 6.36  , 5.90  , 0.42  
42, 73125, 15.00, 0.40, 1955, 758 , 1.36  , 6.67  , 2.28  , 0.34  
42, 73125, 17.00, 0.10, 12347, 4488 , 6.62  , 7.49  , 6.05  , 2.50  
42, 73125, 17.00, 0.40, 1588, 565 , 1.11  , 7.41  , 5.89  , 0.27  
42, 73125, 19.00, 0.50, 1193, 394 , 0.85  , 7.34  , 5.85  , 0.18  
42, 73125, 21.00, 0.20, 13066, 4253 , 6.91  , 7.32  , 5.98  , 2.22  
42, 73125, 21.00, 0.60, 872, 256 , 0.65  , 7.26  , 5.82  , 0.13  
42, 73125, 23.00, 0.70, 629, 173 , 0.52  , 7.10  , 5.80  , 0.09  
42, 73125, 25.00, 0.20, 13545, 4015 , 7.13  , 7.79  , 5.95  , 2.23  
42, 73125, 25.00, 0.90, 351, 91 , 0.36  , 7.72  , 5.78  , 0.05  
42, 73125, 27.00, 1.10, 143, 45 , 0.26  , 8.87  , 5.77  , 0.02  
42, 73125, 29.00, 0.20, 13808, 3790 , 7.25  , 9.79  , 5.94  , 2.32  
42, 73125, 29.00, 1.30, 68, 27 , 0.22  , 9.71  , 5.76  , 0.01  
42, 73125, 31.00, 1.50, 15, 2 , 0.18  , 10.39  , 2.27  , 0.00  
42, 73125, 33.00, 0.20, 13306, 3439 , 7.08  , 10.54  , 5.92  , 2.27  
42, 73125, 37.00, 0.20, 12511, 3067 , 6.78  , 8.83  , 5.88  , 2.00  
42, 73125, 41.00, 0.30, 12130, 2836 , 6.62  , 7.68  , 5.85  , 1.91  
42, 73125, 45.00, 0.30, 11122, 2488 , 6.25  , 9.70  , 5.86  , 1.79  
42, 73125, 49.00, 0.30, 10521, 2264 , 5.98  , 11.06  , 5.81  , 1.67  
42, 73125, 53.00, 0.30, 9487, 1961 , 5.51  , 10.87  , 5.79  , 1.50  
42, 73125, 57.00, 0.40, 8957, 1763 , 5.19  , 11.00  , 5.81  , 1.37  
42, 73125, 61.00, 0.40, 8064, 1486 , 4.69  , 10.84  , 5.80  , 1.18  
43, 73125, 3.00, 0.10, 318, 206 , 0.33  , 2.11  , 2.27  , 0.06  
43, 73125, 5.00, 0.10, 452, 231 , 0.40  , 2.68  , 6.01  , 0.07  
43, 73125, 5.00, 0.10, 743, 419 , 0.55  , 2.86  , 6.04  , 0.12  
43, 73125, 7.00, 0.20, 469, 217 , 0.42  , 2.77  , 2.28  , 0.07  
43, 73125, 9.00, 0.10, 1347, 558 , 0.88  , 3.64  , 5.94  , 0.22  
43, 73125, 9.00, 0.20, 421, 169 , 0.40  , 3.56  , 5.92  , 0.06  
43, 73125, 11.00, 0.20, 385, 142 , 0.38  , 5.12  , 5.89  , 0.06  
43, 73125, 13.00, 0.10, 1874, 678 , 1.22  , 6.31  , 5.89  , 0.30  
43, 73125, 13.00, 0.30, 298, 101 , 0.34  , 6.23  , 5.85  , 0.04  
43, 73125, 15.00, 0.40, 247, 74 , 0.31  , 6.43  , 2.27  , 0.03  
43, 73125, 17.00, 0.10, 2161, 660 , 1.45  , 7.20  , 5.91  , 0.34  
